#      date     time    value 
 2003-01-01 00:00:00 0.1326791 
 2003-02-01 00:00:00 0.09551462 
 2003-03-01 00:00:00 0.1529588 
 2003-04-01 00:00:00 0.09887956 
 2003-05-01 00:00:00 0.1431344 
 2003-06-01 00:00:00 0.1507356 
 2003-07-01 00:00:00 0.2121155 
 2003-08-01 00:00:00 0.3267035 
 2003-09-01 00:00:00 0.2925735 
 2003-10-01 00:00:00 0.3051019 
 2003-11-01 00:00:00 0.1430443 
 2003-12-01 00:00:00 0.1347221 
 2004-01-01 00:00:00 0.1176871 
 2004-02-01 00:00:00 0.1029655 
 2004-03-01 00:00:00 0.1239363 
 2004-04-01 00:00:00 0.1434048 
 2004-05-01 00:00:00 0.1693028 
 2004-06-01 00:00:00 0.2031624 
 2004-07-01 00:00:00 0.1897027 
 2004-08-01 00:00:00 0.2527952 
 2004-09-01 00:00:00 0.3866113 
 2004-10-01 00:00:00 0.2166222 
 2004-11-01 00:00:00 0.1441259 
 2004-12-01 00:00:00 0.111468 
 2005-01-01 00:00:00 0.1350526 
 2005-02-01 00:00:00 0.1402202 
 2005-03-01 00:00:00 0.1221937 
 2005-04-01 00:00:00 0.1396193 
 2005-05-01 00:00:00 0.1514867 
 2005-06-01 00:00:00 0.1712557 
 2005-07-01 00:00:00 0.2285797 
 2005-08-01 00:00:00 0.2976509 
 2005-09-01 00:00:00 0.4434847 
 2005-10-01 00:00:00 0.270431 
 2005-11-01 00:00:00 0.1523279 
 2005-12-01 00:00:00 0.122404 
 2006-01-01 00:00:00 0.09097797 
 2006-02-01 00:00:00 0.07304168 
 2006-03-01 00:00:00 0.101914 
 2006-04-01 00:00:00 0.09887956 
 2006-05-01 00:00:00 0.1140218 
 2006-06-01 00:00:00 0.1594483 
 2006-07-01 00:00:00 0.1693328 
 2006-08-01 00:00:00 0.3138747 
 2006-09-01 00:00:00 0.2819379 
 2006-10-01 00:00:00 0.2413184 
 2006-11-01 00:00:00 0.1542207 
 2006-12-01 00:00:00 0.1444864 
 2007-01-01 00:00:00 0.1241466 
 2007-02-01 00:00:00 0.1249878 
 2007-03-01 00:00:00 0.1446967 
 2007-04-01 00:00:00 0.1641052 
 2007-05-01 00:00:00 0.1473106 
 2007-06-01 00:00:00 0.131898 
 2007-07-01 00:00:00 0.1925869 
 2007-08-01 00:00:00 0.3511594 
 2007-09-01 00:00:00 0.4700737 
 2007-10-01 00:00:00 0.2611474 
 2007-11-01 00:00:00 0.1605299 
 2007-12-01 00:00:00 0.09999119 
 2008-01-01 00:00:00 0.102575 
 2008-02-01 00:00:00 0.107352 
 2008-03-01 00:00:00 0.1067511 
 2008-04-01 00:00:00 0.142143 
 2008-05-01 00:00:00 0.09878943 
 2008-06-01 00:00:00 0.1006822 
 2008-07-01 00:00:00 0.223322 
 2008-08-01 00:00:00 0.3605932 
 2008-09-01 00:00:00 0.5191056 
 2008-10-01 00:00:00 0.3512195 
 2008-11-01 00:00:00 0.132589 
 2008-12-01 00:00:00 0.1068412 
 2009-01-01 00:00:00 0.09016679 
 2009-02-01 00:00:00 0.0843082 
 2009-03-01 00:00:00 0.1084937 
 2009-04-01 00:00:00 0.1499544 
 2009-05-01 00:00:00 0.1158544 
 2009-06-01 00:00:00 0.1146827 
 2009-07-01 00:00:00 0.1572551 
 2009-08-01 00:00:00 0.3137245 
 2009-09-01 00:00:00 0.4165652 
 2009-10-01 00:00:00 0.2456447 
 2009-11-01 00:00:00 0.113511 
 2009-12-01 00:00:00 0.1054292 
 2010-01-01 00:00:00 0.1023947 
 2010-02-01 00:00:00 0.1018239 
 2010-03-01 00:00:00 0.1035364 
 2010-04-01 00:00:00 0.1495338 
 2010-05-01 00:00:00 0.1178974 
 2010-06-01 00:00:00 0.1431945 
 2010-07-01 00:00:00 0.1500446 
 2010-08-01 00:00:00 0.3834567 
 2010-09-01 00:00:00 0.5384239 
 2010-10-01 00:00:00 0.4220333 
 2010-11-01 00:00:00 0.1556928 
 2010-12-01 00:00:00 0.1254385 
 2011-01-01 00:00:00 0.09551462 
 2011-02-01 00:00:00 0.1003217 
 2011-03-01 00:00:00 0.09001657 
 2011-04-01 00:00:00 0.1366449 
 2011-05-01 00:00:00 0.1172966 
 2011-06-01 00:00:00 0.1352629 
 2011-07-01 00:00:00 0.2122357 
 2011-08-01 00:00:00 0.3502881 
