#      date     time    value 
 2003-01-01 00:00:00 0.1002315 
 2003-02-01 00:00:00 0.06730327 
 2003-03-01 00:00:00 0.1138715 
 2003-04-01 00:00:00 0.06474953 
 2003-05-01 00:00:00 0.1056695 
 2003-06-01 00:00:00 0.08511939 
 2003-07-01 00:00:00 0.1293743 
 2003-08-01 00:00:00 0.169423 
 2003-09-01 00:00:00 0.2129267 
 2003-10-01 00:00:00 0.2106133 
 2003-11-01 00:00:00 0.1208117 
 2003-12-01 00:00:00 0.1137514 
 2004-01-01 00:00:00 0.0752349 
 2004-02-01 00:00:00 0.09326132 
 2004-03-01 00:00:00 0.09335145 
 2004-04-01 00:00:00 0.1210821 
 2004-05-01 00:00:00 0.1139016 
 2004-06-01 00:00:00 0.1038368 
 2004-07-01 00:00:00 0.1384776 
 2004-08-01 00:00:00 0.1576757 
 2004-09-01 00:00:00 0.3089775 
 2004-10-01 00:00:00 0.1559933 
 2004-11-01 00:00:00 0.1303357 
 2004-12-01 00:00:00 0.09145868 
 2005-01-01 00:00:00 0.120331 
 2005-02-01 00:00:00 0.1124595 
 2005-03-01 00:00:00 0.0774882 
 2005-04-01 00:00:00 0.1001114 
 2005-05-01 00:00:00 0.1118285 
 2005-06-01 00:00:00 0.1059399 
 2005-07-01 00:00:00 0.1929775 
 2005-08-01 00:00:00 0.2182746 
 2005-09-01 00:00:00 0.4140415 
 2005-10-01 00:00:00 0.2400565 
 2005-11-01 00:00:00 0.1243569 
 2005-12-01 00:00:00 0.109395 
 2006-01-01 00:00:00 0.0785097 
 2006-02-01 00:00:00 0.05943173 
 2006-03-01 00:00:00 0.07235067 
 2006-04-01 00:00:00 0.09073762 
 2006-05-01 00:00:00 0.07814917 
 2006-06-01 00:00:00 0.09812846 
 2006-07-01 00:00:00 0.08812379 
 2006-08-01 00:00:00 0.2223606 
 2006-09-01 00:00:00 0.2820881 
 2006-10-01 00:00:00 0.2016001 
 2006-11-01 00:00:00 0.120331 
 2006-12-01 00:00:00 0.1008024 
 2007-01-01 00:00:00 0.1023947 
 2007-02-01 00:00:00 0.09103806 
 2007-03-01 00:00:00 0.1124595 
