#      date     time    value 
 2003-01-01 00:00:00 0.4969331 
 2003-02-01 00:00:00 0.4338105 
 2003-03-01 00:00:00 0.5384539 
 2003-04-01 00:00:00 0.2913417 
 2003-05-01 00:00:00 0.2931143 
 2003-06-01 00:00:00 0.2411982 
 2003-07-01 00:00:00 0.2400265 
 2003-08-01 00:00:00 0.2872857 
 2003-09-01 00:00:00 0.2299016 
 2003-10-01 00:00:00 0.178316 
 2003-11-01 00:00:00 0.2247641 
 2003-12-01 00:00:00 0.4976842 
 2004-01-01 00:00:00 0.4937183 
 2004-02-01 00:00:00 0.7401396 
 2004-03-01 00:00:00 0.8399459 
 2004-04-01 00:00:00 0.2971702 
 2004-05-01 00:00:00 0.3398328 
 2004-06-01 00:00:00 0.4556225 
 2004-07-01 00:00:00 0.3431076 
 2004-08-01 00:00:00 0.2652034 
 2004-09-01 00:00:00 0.2173432 
 2004-10-01 00:00:00 0.2046346 
 2004-11-01 00:00:00 0.2577224 
 2004-12-01 00:00:00 0.415033 
 2005-01-01 00:00:00 0.9281552 
 2005-02-01 00:00:00 0.4993967 
 2005-03-01 00:00:00 0.4401498 
 2005-04-01 00:00:00 0.3979079 
 2005-05-01 00:00:00 0.3116815 
 2005-06-01 00:00:00 0.3322316 
 2005-07-01 00:00:00 0.364559 
 2005-08-01 00:00:00 0.2793541 
 2005-09-01 00:00:00 0.2851226 
 2005-10-01 00:00:00 0.1973639 
 2005-11-01 00:00:00 0.2981917 
 2005-12-01 00:00:00 0.4441457 
 2006-01-01 00:00:00 0.4576655 
 2006-02-01 00:00:00 0.3820446 
 2006-03-01 00:00:00 0.4516867 
 2006-04-01 00:00:00 0.3408843 
 2006-05-01 00:00:00 0.2528252 
 2006-06-01 00:00:00 0.3424166 
 2006-07-01 00:00:00 0.3010459 
 2006-08-01 00:00:00 0.3527517 
 2006-09-01 00:00:00 0.2406273 
 2006-10-01 00:00:00 0.1625429 
 2006-11-01 00:00:00 0.350919 
 2006-12-01 00:00:00 0.5651631 
 2007-01-01 00:00:00 0.9960247 
 2007-02-01 00:00:00 0.4793573 
 2007-03-01 00:00:00 0.6201737 
 2007-04-01 00:00:00 0.3247807 
 2007-05-01 00:00:00 0.2794142 
 2007-06-01 00:00:00 0.2577224 
 2007-07-01 00:00:00 0.2753883 
 2007-08-01 00:00:00 0.2425502 
 2007-09-01 00:00:00 0.206978 
 2007-10-01 00:00:00 0.1793976 
 2007-11-01 00:00:00 0.2581731 
 2007-12-01 00:00:00 0.4547212 
 2008-01-01 00:00:00 0.5590641 
 2008-02-01 00:00:00 0.8089705 
 2008-03-01 00:00:00 0.4586569 
 2008-04-01 00:00:00 0.3707481 
 2008-05-01 00:00:00 0.2193261 
 2008-06-01 00:00:00 0.2744269 
 2008-07-01 00:00:00 0.3119519 
 2008-08-01 00:00:00 0.2530956 
 2008-09-01 00:00:00 0.2612075 
 2008-10-01 00:00:00 0.198806 
 2008-11-01 00:00:00 0.3116815 
 2008-12-01 00:00:00 0.4476308 
 2009-01-01 00:00:00 0.5775412 
 2009-02-01 00:00:00 0.4165352 
 2009-03-01 00:00:00 0.5395055 
 2009-04-01 00:00:00 0.2892987 
 2009-05-01 00:00:00 0.2775515 
 2009-06-01 00:00:00  0.29705 
 2009-07-01 00:00:00 0.3838172 
 2009-08-01 00:00:00 0.3554256 
 2009-09-01 00:00:00 0.2813671 
 2009-10-01 00:00:00 0.1833334 
 2009-11-01 00:00:00 0.282028 
 2009-12-01 00:00:00 0.4492532 
 2010-01-01 00:00:00 0.5213288 
 2010-02-01 00:00:00 0.346803 
 2010-03-01 00:00:00 0.6734418 
 2010-04-01 00:00:00 0.3875727 
 2010-05-01 00:00:00 0.2739161 
 2010-06-01 00:00:00 0.3538333 
 2010-07-01 00:00:00 0.3115914 
 2010-08-01 00:00:00 0.382976 
 2010-09-01 00:00:00 0.2153603 
 2010-10-01 00:00:00 0.2038534 
 2010-11-01 00:00:00 0.2143088 
 2010-12-01 00:00:00 0.370718 
 2011-01-01 00:00:00 0.7273708 
 2011-02-01 00:00:00 0.3965259 
 2011-03-01 00:00:00 0.3428672 
 2011-04-01 00:00:00 0.3367983 
 2011-05-01 00:00:00 0.2715427 
 2011-06-01 00:00:00 0.3121622 
 2011-07-01 00:00:00 0.4103161 
 2011-08-01 00:00:00 0.3459317 
 2011-09-01 00:00:00 0.2545077 
 2011-10-01 00:00:00 0.1816208 
 2011-11-01 00:00:00 0.2380135 
 2011-12-01 00:00:00 0.5851724 
 2012-01-01 00:00:00 0.5552485 
 2012-02-01 00:00:00 0.6015464 
 2012-03-01 00:00:00 0.7178769 
 2012-04-01 00:00:00 0.3492365 
