#      date     time    value 
 2003-01-01 00:00:00 0.3700571 
 2003-02-01 00:00:00 0.289479 
 2003-03-01 00:00:00 0.3030288 
 2003-04-01 00:00:00 0.2945264 
 2003-05-01 00:00:00 0.5109636 
 2003-06-01 00:00:00 0.4629232 
 2003-07-01 00:00:00 0.6375692 
 2003-08-01 00:00:00 0.6817039 
 2003-09-01 00:00:00 0.5283291 
 2003-10-01 00:00:00 0.3594215 
 2003-11-01 00:00:00 0.2946165 
 2003-12-01 00:00:00 0.3076256 
 2004-01-01 00:00:00 0.2884274 
 2004-02-01 00:00:00 0.3712588 
 2004-03-01 00:00:00 0.4603094 
 2004-04-01 00:00:00 0.2584735 
 2004-05-01 00:00:00 0.5788331 
 2004-06-01 00:00:00 0.6640681 
 2004-07-01 00:00:00 0.6531921 
 2004-08-01 00:00:00 0.6458313 
 2004-09-01 00:00:00 0.4872889 
 2004-10-01 00:00:00 0.2964792 
 2004-11-01 00:00:00 0.2569713 
 2004-12-01 00:00:00 0.401393 
 2005-01-01 00:00:00 0.3477043 
 2005-02-01 00:00:00 0.3598121 
 2005-03-01 00:00:00 0.2756286 
 2005-04-01 00:00:00 0.3187118 
 2005-05-01 00:00:00 0.3697867 
 2005-06-01 00:00:00 0.5398059 
 2005-07-01 00:00:00 0.7340406 
 2005-08-01 00:00:00 0.6655402 
 2005-09-01 00:00:00 0.6420458 
 2005-10-01 00:00:00 0.2999944 
 2005-11-01 00:00:00 0.2633707 
 2005-12-01 00:00:00 0.3363777 
 2006-01-01 00:00:00 0.279985 
 2006-02-01 00:00:00 0.2799249 
 2006-03-01 00:00:00 0.2143989 
 2006-04-01 00:00:00  0.20833 
 2006-05-01 00:00:00 0.2884875 
 2006-06-01 00:00:00 0.5293205 
 2006-07-01 00:00:00 0.547377 
 2006-08-01 00:00:00 0.6813133 
 2006-09-01 00:00:00 0.5160711 
 2006-10-01 00:00:00 0.275208 
 2006-11-01 00:00:00 0.185166 
 2006-12-01 00:00:00 0.3366181 
 2007-01-01 00:00:00 0.3587906 
 2007-02-01 00:00:00 0.3364979 
 2007-03-01 00:00:00 0.3313003 
 2007-04-01 00:00:00 0.2026216 
 2007-05-01 00:00:00 0.4521975 
 2007-06-01 00:00:00 0.4479012 
 2007-07-01 00:00:00 0.6022975 
 2007-08-01 00:00:00 0.7115076 
 2007-09-01 00:00:00 0.5141783 
 2007-10-01 00:00:00 0.2523445 
 2007-11-01 00:00:00 0.1891919 
 2007-12-01 00:00:00 0.3323218 
 2008-01-01 00:00:00 0.3054924 
 2008-02-01 00:00:00 0.3453008 
 2008-03-01 00:00:00 0.2557996 
 2008-04-01 00:00:00 0.1851961 
 2008-05-01 00:00:00 0.3839675 
 2008-06-01 00:00:00 0.5506818 
 2008-07-01 00:00:00 0.6238992 
 2008-08-01 00:00:00 0.7241561 
 2008-09-01 00:00:00 0.6344446 
 2008-10-01 00:00:00 0.3252914 
 2008-11-01 00:00:00  0.22879 
 2008-12-01 00:00:00 0.2856634 
 2009-01-01 00:00:00 0.2865046 
 2009-02-01 00:00:00 0.2468164 
 2009-03-01 00:00:00 0.2918224 
 2009-04-01 00:00:00 0.2310733 
 2009-05-01 00:00:00 0.3089174 
 2009-06-01 00:00:00 0.4803788 
 2009-07-01 00:00:00 0.6574584 
 2009-08-01 00:00:00 0.7659173 
 2009-09-01 00:00:00 0.568558 
 2009-10-01 00:00:00 0.2742466 
 2009-11-01 00:00:00 0.1875395 
 2009-12-01 00:00:00 0.3246605 
 2010-01-01 00:00:00 0.3702373 
 2010-02-01 00:00:00 0.3002347 
