#      date     time    value 
 2003-01-01 00:00:00 0.2803155 
 2003-02-01 00:00:00 0.3419959 
 2003-03-01 00:00:00 0.3485455 
 2003-04-01 00:00:00 0.2595551 
 2003-05-01 00:00:00 0.2143388 
 2003-06-01 00:00:00 0.1511562 
 2003-07-01 00:00:00 0.1518772 
 2003-08-01 00:00:00 0.1766936 
 2003-09-01 00:00:00 0.189913 
 2003-10-01 00:00:00 0.1576457 
 2003-11-01 00:00:00 0.1270308 
 2003-12-01 00:00:00 0.1909045 
 2004-01-01 00:00:00 0.2528853 
 2004-02-01 00:00:00 0.3555458 
 2004-03-01 00:00:00 0.417106 
 2004-04-01 00:00:00 0.2261161 
 2004-05-01 00:00:00   0.2561 
 2004-06-01 00:00:00 0.3447299 
 2004-07-01 00:00:00 0.230863 
 2004-08-01 00:00:00 0.1837239 
 2004-09-01 00:00:00 0.1784362 
 2004-10-01 00:00:00 0.1357136 
 2004-11-01 00:00:00 0.1311469 
 2004-12-01 00:00:00 0.1818312 
 2005-01-01 00:00:00 0.4210718 
 2005-02-01 00:00:00 0.2933546 
 2005-03-01 00:00:00 0.3344849 
 2005-04-01 00:00:00 0.2627998 
 2005-05-01 00:00:00 0.2019907 
 2005-06-01 00:00:00 0.1991065 
 2005-07-01 00:00:00 0.2150599 
 2005-08-01 00:00:00 0.1872992 
 2005-09-01 00:00:00 0.2029521 
 2005-10-01 00:00:00 0.1322284 
 2005-11-01 00:00:00 0.1797581 
 2005-12-01 00:00:00 0.213077 
 2006-01-01 00:00:00 0.2400265 
 2006-02-01 00:00:00 0.2296613 
 2006-03-01 00:00:00 0.3510392 
 2006-04-01 00:00:00 0.2513531 
 2006-05-01 00:00:00 0.2006387 
 2006-06-01 00:00:00 0.2443228 
 2006-07-01 00:00:00 0.1737193 
 2006-08-01 00:00:00 0.2473272 
 2006-09-01 00:00:00 0.1598389 
 2006-10-01 00:00:00 0.131267 
 2006-11-01 00:00:00 0.1833634 
 2006-12-01 00:00:00 0.2660446 
 2007-01-01 00:00:00 0.4624725 
 2007-02-01 00:00:00 0.3174199 
 2007-03-01 00:00:00 0.4002814 
 2007-04-01 00:00:00 0.2914018 
 2007-05-01 00:00:00 0.2260259 
 2007-06-01 00:00:00 0.1927071 
 2007-07-01 00:00:00 0.1572251 
 2007-08-01 00:00:00 0.1873292 
 2007-09-01 00:00:00 0.1907843 
 2007-10-01 00:00:00 0.09981092 
 2007-11-01 00:00:00 0.1415721 
 2007-12-01 00:00:00 0.2017203 
 2008-01-01 00:00:00 0.2782124 
 2008-02-01 00:00:00 0.3763663 
 2008-03-01 00:00:00 0.3310599 
 2008-04-01 00:00:00  0.35161 
 2008-05-01 00:00:00 0.2206481 
 2008-06-01 00:00:00 0.1888314 
 2008-07-01 00:00:00 0.1749811 
 2008-08-01 00:00:00 0.1434649 
 2008-09-01 00:00:00 0.1941793 
 2008-10-01 00:00:00 0.1301554 
 2008-11-01 00:00:00 0.1471002 
 2008-12-01 00:00:00 0.219957 
 2009-01-01 00:00:00 0.322227 
 2009-02-01 00:00:00 0.3193728 
 2009-03-01 00:00:00 0.2920327 
 2009-04-01 00:00:00 0.2991531 
 2009-05-01 00:00:00 0.2891184 
 2009-06-01 00:00:00 0.1839643 
 2009-07-01 00:00:00 0.2058363 
 2009-08-01 00:00:00 0.2384642 
 2009-09-01 00:00:00 0.1982652 
 2009-10-01 00:00:00 0.1232453 
 2009-11-01 00:00:00 0.1522979 
 2009-12-01 00:00:00 0.2652935 
 2010-01-01 00:00:00 0.2705512 
 2010-02-01 00:00:00 0.2419493 
 2010-03-01 00:00:00 0.4217629 
 2010-04-01 00:00:00 0.3059731 
 2010-05-01 00:00:00 0.2043341 
 2010-06-01 00:00:00 0.1710453 
 2010-07-01 00:00:00 0.1958016 
 2010-08-01 00:00:00 0.2323051 
 2010-09-01 00:00:00 0.1869386 
 2010-10-01 00:00:00 0.1283828 
 2010-11-01 00:00:00 0.1413618 
 2010-12-01 00:00:00 0.1787967 
 2011-01-01 00:00:00 0.3224373 
 2011-02-01 00:00:00 0.3008656 
 2011-03-01 00:00:00 0.3008356 
 2011-04-01 00:00:00 0.3196131 
 2011-05-01 00:00:00 0.2104631 
 2011-06-01 00:00:00 0.2038534 
 2011-07-01 00:00:00 0.2464859 
 2011-08-01 00:00:00 0.2273779 
 2011-09-01 00:00:00 0.2122658 
 2011-10-01 00:00:00 0.1556628 
 2011-11-01 00:00:00 0.1713758 
 2011-12-01 00:00:00 0.279985 
 2012-01-01 00:00:00 0.3739027 
 2012-02-01 00:00:00 0.4309864 
 2012-03-01 00:00:00 0.507118 
 2012-04-01 00:00:00 0.2865647 
 2012-05-01 00:00:00 0.2305325 
