#      date     time    value 
 2003-01-01 00:00:00 0.09100802 
 2003-02-01 00:00:00 0.1038368 
 2003-03-01 00:00:00 0.2764699 
 2003-04-01 00:00:00 0.196072 
 2003-05-01 00:00:00 0.2669159 
 2003-06-01 00:00:00 0.3449703 
 2003-07-01 00:00:00 0.4741897 
 2003-08-01 00:00:00 0.3107501 
 2003-09-01 00:00:00 0.3008957 
 2003-10-01 00:00:00 0.1742601 
 2003-11-01 00:00:00 0.07610617 
 2003-12-01 00:00:00 0.06997719 
 2004-01-01 00:00:00 0.07724785 
 2004-02-01 00:00:00 0.1340912 
 2004-03-01 00:00:00 0.2134375 
 2004-04-01 00:00:00 0.1548816 
 2004-05-01 00:00:00 0.2056861 
 2004-06-01 00:00:00 0.3446398 
 2004-07-01 00:00:00 0.3624259 
 2004-08-01 00:00:00 0.360473 
 2004-09-01 00:00:00 0.2730148 
 2004-10-01 00:00:00 0.2006988 
 2004-11-01 00:00:00 0.1095752 
 2004-12-01 00:00:00 0.0727112 
 2005-01-01 00:00:00 0.07214036 
 2005-02-01 00:00:00 0.110086 
 2005-03-01 00:00:00 0.2439021 
 2005-04-01 00:00:00 0.2440824 
 2005-05-01 00:00:00 0.3580695 
 2005-06-01 00:00:00 0.3894355 
 2005-07-01 00:00:00 0.3085569 
 2005-08-01 00:00:00 0.3115914 
 2005-09-01 00:00:00 0.312012 
 2005-10-01 00:00:00 0.2273178 
 2005-11-01 00:00:00 0.1249878 
 2005-12-01 00:00:00 0.08145401 
 2006-01-01 00:00:00 0.0628868 
 2006-02-01 00:00:00 0.1063906 
 2006-03-01 00:00:00 0.08719243 
 2006-04-01 00:00:00 0.2804357 
 2006-05-01 00:00:00 0.3062435 
 2006-06-01 00:00:00 0.3262529 
 2006-07-01 00:00:00 0.4826621 
 2006-08-01 00:00:00 0.3267636 
 2006-09-01 00:00:00 0.3400431 
 2006-10-01 00:00:00 0.2571516 
 2006-11-01 00:00:00 0.1523279 
 2006-12-01 00:00:00 0.1101761 
 2007-01-01 00:00:00 0.08241542 
 2007-02-01 00:00:00 0.1063004 
 2007-03-01 00:00:00 0.1409112 
 2007-04-01 00:00:00 0.2047548 
 2007-05-01 00:00:00 0.1479715 
 2007-06-01 00:00:00 0.1899731 
 2007-07-01 00:00:00 0.4527683 
 2007-08-01 00:00:00 0.3745937 
 2007-09-01 00:00:00 0.2021409 
 2007-10-01 00:00:00 0.1828226 
 2007-11-01 00:00:00 0.1220135 
 2007-12-01 00:00:00 0.06535041 
 2008-01-01 00:00:00 0.06300697 
 2008-02-01 00:00:00 0.2750278 
 2008-03-01 00:00:00 0.1928874 
 2008-04-01 00:00:00 0.2773412 
 2008-05-01 00:00:00 0.2235022 
 2008-06-01 00:00:00 0.3018571 
 2008-07-01 00:00:00 0.5011092 
 2008-08-01 00:00:00 0.4497038 
 2008-09-01 00:00:00 0.2503015 
 2008-10-01 00:00:00 0.2045745 
 2008-11-01 00:00:00 0.09497383 
 2008-12-01 00:00:00 0.07412327 
 2009-01-01 00:00:00 0.06489975 
 2009-02-01 00:00:00 0.1153737 
 2009-03-01 00:00:00 0.2316742 
 2009-04-01 00:00:00  0.20836 
 2009-05-01 00:00:00 0.2123559 
 2009-06-01 00:00:00 0.2728646 
 2009-07-01 00:00:00 0.3380902 
 2009-08-01 00:00:00 0.3132137 
 2009-09-01 00:00:00 0.2748475 
 2009-10-01 00:00:00 0.1370655 
 2009-11-01 00:00:00 0.1284429 
 2009-12-01 00:00:00 0.07556538 
 2010-01-01 00:00:00 0.06303702 
 2010-02-01 00:00:00 0.1105366 
 2010-03-01 00:00:00 0.2813971 
 2010-04-01 00:00:00 0.2904704 
 2010-05-01 00:00:00 0.2274981 
 2010-06-01 00:00:00 0.1818011 
 2010-07-01 00:00:00 0.4482918 
 2010-08-01 00:00:00 0.325682 
 2010-09-01 00:00:00 0.2699503 
 2010-10-01 00:00:00 0.1235457 
 2010-11-01 00:00:00 0.08575031 
 2010-12-01 00:00:00 0.0920896 
 2011-01-01 00:00:00 0.07989172 
 2011-02-01 00:00:00 0.08866458 
 2011-03-01 00:00:00 0.1868185 
 2011-04-01 00:00:00 0.2070381 
 2011-05-01 00:00:00 0.2866248 
 2011-06-01 00:00:00 0.3428672 
 2011-07-01 00:00:00 0.4017836 
 2011-08-01 00:00:00 0.4734386 
 2011-09-01 00:00:00 0.2248542 
 2011-10-01 00:00:00 0.1739596 
 2011-11-01 00:00:00 0.1127299 
 2011-12-01 00:00:00 0.07171974 
 2012-01-01 00:00:00 0.07397305 
 2012-02-01 00:00:00 0.1047682 
 2012-03-01 00:00:00 0.2815173 
 2012-04-01 00:00:00 0.1390785 
